YYMMMDD,u0(m),____up(m),sig_u(m)
1-Mar-22,1104,0.757678,0.002462
1-Mar-23,1104,0.749546,0.002401
1-Mar-24,1104,0.751698,0.00246
1-Mar-25,1104,0.750938,0.002529
1-Mar-26,1104,0.750735,0.002536
1-Mar-27,1104,0.751718,0.0026
1-Mar-28,1104,0.753274,0.002601
1-Mar-29,1104,0.7497,0.002555
1-Mar-30,1104,0.752837,0.002602
1-Mar-31,1104,0.739901,0.003002
1-Apr-01,1104,0.75184,0.00265
1-Apr-02,1104,0.730257,0.002628
1-Apr-03,1104,0.760596,0.002799
1-Apr-04,1104,0.749753,0.002625
1-Apr-05,1104,0.748146,0.002869
1-Apr-06,1104,0.749925,0.002747
1-Apr-07,1104,0.764686,0.002755
1-Apr-08,1104,0.740649,0.002555
1-Apr-09,1104,0.745532,0.002567
1-Apr-10,1104,0.742588,0.002631
1-Apr-11,1104,0.743504,0.002576
1-Apr-12,1104,0.74147,0.002493
1-Apr-13,1104,0.7527,0.002703
1-Apr-14,1104,0.740123,0.002689
1-Apr-15,1104,0.741196,0.002645
1-Apr-16,1104,0.758911,0.002626
1-Apr-17,1104,0.762538,0.002716
1-Apr-18,1104,0.755787,0.002736
1-Apr-19,1104,0.764575,0.002666
1-Apr-20,1104,0.748803,0.002631
1-Apr-21,1104,0.744395,0.002593
1-Apr-22,1104,0.733125,0.002791
1-Apr-23,1104,0.743767,0.002541
1-Apr-24,1104,0.751881,0.002692
1-Apr-25,1104,0.735501,0.002766
1-Apr-26,1104,0.740634,0.002556
1-Apr-27,1104,0.746081,0.002676
1-Apr-28,1104,0.7384,0.002714
1-Apr-29,1104,0.732666,0.002667
1-Apr-30,1104,0.738682,0.0027
1-May-01,1104,0.73991,0.002794
1-May-02,1104,0.745299,0.00272
1-May-03,1104,0.733277,0.002628
1-May-04,1104,0.749334,0.00259
1-May-05,1104,0.750815,0.002689
1-May-06,1104,0.745961,0.002605
1-May-07,1104,0.740061,0.002636
1-May-08,1104,0.739789,0.002739
1-May-09,1104,0.735603,0.002679
1-May-10,1104,0.748288,0.002697
1-May-11,1104,0.75272,0.002716
1-May-12,1104,0.73937,0.002697
1-May-13,1104,0.738146,0.00272
1-May-14,1104,0.743831,0.002537
1-May-15,1104,0.739768,0.00277
1-May-16,1104,0.729791,0.002858
1-May-17,1104,0.725695,0.002792
1-May-18,1104,0.740571,0.002587
1-May-19,1104,0.734922,0.002563
1-May-20,1104,0.735421,0.002489
1-May-21,1104,0.736551,0.00256
1-May-22,1104,0.746384,0.002612
1-May-23,1104,0.74775,0.002551
1-May-24,1104,0.739398,0.002638
1-May-25,1104,0.740059,0.002625
1-May-26,1104,0.737356,0.002582
1-May-27,1104,0.733654,0.002595
1-May-28,1104,0.737351,0.002526
1-May-29,1104,0.729649,0.002593
1-May-30,1104,0.726015,0.002543
1-May-31,1104,0.736468,0.002554
1-Jun-01,1104,0.733627,0.002668
1-Jun-02,1104,0.736601,0.002606
1-Jun-03,1104,0.724706,0.002612
1-Jun-04,1104,0.725306,0.002494
1-Jun-05,1104,0.727546,0.002731
1-Jun-06,1104,0.725317,0.002763
1-Jun-07,1104,0.731051,0.002767
1-Jun-08,1104,0.734827,0.002735
1-Jun-09,1104,0.732387,0.002616
1-Jun-10,1104,0.733634,0.002622
1-Jun-11,1104,0.728969,0.002615
1-Jun-12,1104,0.737327,0.002762
